nome,desconto_percentual,preco_em_reais,menor_preco_historico,avaliacao_percentual,data_fim,data_inicio,data_lancamento,safra
Sherlock Holmes Chapter One,70.0,50.7,,76.71,2023-07-13 14:00:00,2023-06-29 14:30:23,2021-11-14 21:00:00,202409
Filament,76.0,12.59,8.5,83.24,2023-07-13 14:00:00,2023-06-29 14:30:23,2020-04-22 21:00:00,202409
ALTF4,50.0,3.25,1.3,78.7,2023-07-13 14:00:00,2023-06-29 14:30:23,2021-11-11 21:00:00,202409
Farmer's Life,59.0,20.2,,79.67,2023-07-13 14:00:00,2023-06-29 14:30:23,2021-08-04 21:00:00,202409
Black Book,55.0,35.99,23.74,89.97,2023-07-13 14:00:00,2023-06-29 14:30:23,2021-08-09 21:00:00,202409
Chinatris,70.0,1.77,,83.04,2023-07-13 14:00:00,2023-06-29 14:30:23,2020-01-02 21:00:00,202409
Ghostrunner,70.0,29.7,,90.01,2023-07-13 14:00:00,2023-06-15 14:02:45,2020-10-26 21:00:00,202409
ATOM RPG Trudograd,50.0,11.49,10.34,83.12,2023-07-13 14:00:00,2023-06-29 14:30:23,2021-09-12 21:00:00,202409
Monster Prom 2: Monster Camp,60.0,9.95,,93.71,2023-07-13 14:00:00,2023-06-19 14:22:56,2020-10-22 21:00:00,202409
Murder by Numbers,66.0,9.85,,80.89,2023-07-13 14:00:00,2023-06-29 14:30:23,2020-03-05 21:00:00,202409
OMON Simulator,68.0,0.73,,71.03,2023-07-13 14:00:00,2023-06-29 14:30:23,2019-10-17 21:00:00,202409
Red Wings: Aces of the Sky,90.0,3.79,0.0,68.19,2023-07-13 14:00:00,2023-06-29 14:30:23,2020-10-12 21:00:00,202409
Morbid: The Seven Acolytes,80.0,9.49,,70.78,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-12-02 21:00:00,202409
Lilitales,50.0,18.99,,83.36,2023-07-13 14:00:00,2023-06-29 14:30:22,2019-10-09 21:00:00,202409
Pawnbarian,50.0,10.34,,84.71,2023-07-13 14:00:00,2023-06-29 14:30:22,2021-09-23 21:00:00,202409
Pesterquest,80.0,7.69,4.97,85.8,2023-07-13 14:00:00,2023-06-15 14:02:45,2019-09-03 21:00:00,202409
WAIFU HELL,70.0,0.68,,71.77,2023-07-13 14:00:00,2023-06-18 14:02:15,2020-03-23 21:00:00,202409
UnderParty,50.0,7.24,5.79,82.04,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-04-02 21:00:00,202409
SLUDGE LIFE,80.0,9.39,0.0,86.99,2023-07-13 14:00:00,2023-06-29 14:30:22,2021-06-01 21:00:00,202409
Hades,50.0,36.99,23.74,97.33,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-09-16 21:00:00,202409
Drift Of The Hill,81.0,0.85,,68.7,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-02-13 21:00:00,202409
DungeonTop,50.0,15.49,,79.42,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-06-20 21:00:00,202409
Beyond a Steel Sky,70.0,19.79,,83.78,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-07-15 21:00:00,202409
Master of Magic Classic,50.0,6.19,,89.98,2023-07-13 14:00:00,2023-06-29 14:30:22,1994-08-31 21:00:00,202409
For the People,60.0,13.19,,72.71,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-08-12 21:00:00,202409
Yokai's Secret,50.0,3.49,2.24,87.61,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-02-05 21:00:00,202409
Hentai Asmodeus,75.0,1.12,,80.24,2023-07-13 14:00:00,2023-06-29 14:30:22,2019-10-23 21:00:00,202409
Not For Broadcast,60.0,29.59,14.24,91.75,2023-07-13 14:00:00,2023-06-29 14:30:22,2022-01-24 21:00:00,202409
Man of the House,50.0,24.99,,86.95,2023-07-13 14:00:00,2023-06-29 14:30:22,2019-09-30 21:00:00,202409
DOOM 64,67.0,3.28,2.48,90.83,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-03-18 21:00:00,202409
The Legend of Bum-Bo,60.0,11.59,10.14,79.09,2023-07-13 14:00:00,2023-06-29 14:30:22,2019-11-11 21:00:00,202409
Dragon Marked For Death,50.0,37.74,,74.13,2023-07-13 14:00:00,2023-06-20 14:02:30,2020-04-20 21:00:00,202409
Utawarerumono: Mask of Deception,50.0,37.74,18.87,87.67,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-01-22 21:00:00,202409
Azur Lane Crosswave,60.0,30.19,18.87,67.99,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-02-12 21:00:00,202409
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,75.0,44.97,,79.49,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-03-23 21:00:00,202409
Timelie,50.0,17.49,,89.71,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-05-19 21:00:00,202409
Golf Gang,70.0,8.99,,81.52,2023-07-13 14:00:00,2023-06-29 14:30:22,2022-05-18 21:00:00,202409
Fallout 76,75.0,38.75,,71.57,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-04-13 21:00:00,202409
Utawarerumono: Mask of Truth,50.0,37.74,18.87,91.15,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-01-22 21:00:00,202409
Utawarerumono: Prelude to the Fallen,50.0,54.99,16.49,88.15,2023-07-13 14:00:00,2023-06-29 14:30:22,2021-01-21 21:00:00,202409
Horizon Zero Dawn™ Complete Edition,67.0,65.96,,86.29,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-08-06 21:00:00,202409
Elmarion: Dragon time,50.0,14.49,10.34,73.23,2023-07-13 14:00:00,2023-06-29 14:30:22,2020-03-11 21:00:00,202409
Love wish,50.0,1.74,1.14,77.26,2023-07-13 14:00:00,2023-06-29 14:33:02,2020-01-12 21:00:00,202409
Chorus,70.0,22.79,,82.19,2023-07-13 14:00:00,2023-06-21 14:02:27,2021-12-02 21:00:00,202409
SpellForce 3: Fallen God,75.0,9.49,,84.5,2023-07-13 14:00:00,2023-06-29 14:33:02,2020-11-02 21:00:00,202409
Going Under,75.0,26.22,14.99,87.8,2023-07-13 14:00:00,2023-06-21 14:02:27,2020-09-23 21:00:00,202409
Return to Shironagasu Island,50.0,5.44,2.17,91.37,2023-07-13 14:00:00,2023-06-29 14:33:02,2020-03-01 21:00:00,202409
Nebuchadnezzar,50.0,18.99,,76.95,2023-07-13 14:00:00,2023-06-29 14:18:28,2021-02-16 21:00:00,202409
Hentai Killer,68.0,0.72,,77.27,2023-07-13 14:00:00,2023-06-29 14:18:28,2019-09-26 21:00:00,202409
Kraken Academy!!,60.0,21.99,13.99,86.4,2023-07-13 14:00:00,2023-06-15 14:02:46,2021-09-09 21:00:00,202409
Crusader Kings III,50.0,67.49,62.97,90.71,2023-07-13 14:00:00,2023-06-29 14:18:28,2020-08-31 21:00:00,202409
Aragami 2,50.0,32.99,,72.12,2023-07-13 14:00:00,2023-06-29 14:18:28,2021-09-16 21:00:00,202409
The Great Ace Attorney Chronicles,50.0,59.99,,91.48,2023-07-13 14:00:00,2023-06-29 14:18:28,2021-07-25 21:00:00,202409
ANIME - World War II,70.0,1.34,,78.19,2023-07-13 14:00:00,2023-06-29 14:18:28,2020-01-12 21:00:00,202409
Paradise Killer,60.0,23.99,15.19,89.75,2023-07-13 14:00:00,2023-06-15 14:02:46,2020-09-03 21:00:00,202409
The Rewinder,50.0,20.99,,93.5,2023-07-13 14:00:00,2023-06-29 14:18:33,2021-09-08 21:00:00,202409
MotoGP™20,85.0,18.67,9.89,85.28,2023-07-13 14:00:00,2023-06-29 14:18:33,2020-04-22 21:00:00,202409
Angry Video Game Nerd I & II Deluxe,50.0,14.49,,87.08,2023-07-13 14:00:00,2023-06-29 14:18:33,2020-10-28 21:00:00,202409
Captain Tsubasa: Rise of New Champions,85.0,26.98,,65.47,2023-07-13 14:00:00,2023-06-29 14:18:33,2020-09-27 21:00:00,202409
Mecha Knights: Nightmare,50.0,15.49,,86.44,2023-07-13 14:00:00,2023-06-29 14:18:33,2021-08-29 21:00:00,202409
六阶谜题 six-step mystery,55.0,6.52,,83.39,2023-07-13 14:00:00,2023-06-29 14:18:33,2020-04-22 21:00:00,202409
Model Builder,50.0,18.99,12.91,74.66,2023-07-13 14:00:00,2023-06-22 14:02:35,2022-02-07 21:00:00,202409
Death and Taxes,70.0,12.59,8.99,85.56,2023-07-13 14:00:00,2023-06-29 14:18:34,2020-02-19 21:00:00,202409
Siege Survival: Gloria Victis,80.0,9.49,,75.88,2023-07-13 14:00:00,2023-06-15 14:02:48,2021-05-17 21:00:00,202409
DAEMON X MACHINA,60.0,37.59,,85.64,2023-07-13 14:00:00,2023-06-29 14:18:34,2020-02-12 21:00:00,202409
Vampire's Fall: Origins,75.0,6.72,,75.76,2023-07-13 14:00:00,2023-06-17 14:02:34,2020-01-30 21:00:00,202409
千面 Melancholy Love,50.0,5.44,,93.13,2023-07-13 14:00:00,2023-06-29 14:30:27,2020-01-02 21:00:00,202409
Barro 2020,90.0,0.57,,80.71,2023-07-13 14:00:00,2023-06-20 14:02:31,2019-10-31 21:00:00,202409
Mists of Noyah,80.0,5.59,,66.8,2023-07-13 14:00:00,2023-06-29 14:30:27,2022-05-21 21:00:00,202409
MOLEK-SYNTEZ,50.0,16.49,10.34,83.65,2023-07-13 14:00:00,2023-06-29 14:30:27,2019-11-18 21:00:00,202409
Boomerang X,50.0,29.99,24.97,89.53,2023-07-13 14:00:00,2023-06-19 14:23:00,2021-07-07 21:00:00,202409
XIII - Classic,75.0,3.09,,85.87,2023-07-13 14:00:00,2023-06-29 14:30:27,2003-11-17 21:00:00,202409
TroubleDays,60.0,10.75,,85.89,2023-07-13 14:00:00,2023-06-29 14:30:27,2020-02-12 21:00:00,202409
Valakas Story,90.0,0.86,,78.69,2023-07-13 14:00:00,2023-06-30 12:35:03,2019-12-02 21:00:00,202409
COCKHEAD,75.0,3.62,,61.93,2023-07-13 14:00:00,2023-06-29 14:30:27,2020-09-26 21:00:00,202409
Carto,60.0,15.19,,93.77,2023-07-13 14:00:00,2023-06-29 14:30:27,2020-10-26 21:00:00,202409
Sea of Thieves 2023 Edition,50.0,44.99,,89.26,2023-07-13 14:00:00,2023-06-28 14:02:29,2020-06-02 21:00:00,202409
INDUSTRIA,60.0,15.19,,68.12,2023-07-13 14:00:00,2023-06-17 14:02:34,2021-09-29 21:00:00,202409
Cockwork Industries Complete,65.0,6.99,4.99,74.48,2023-07-13 14:00:00,2023-06-29 14:30:27,2019-11-06 21:00:00,202409
Flowers Blooming at the End of Summer,50.0,1.74,,90.5,2023-07-13 14:00:00,2023-06-29 14:30:27,2021-02-25 21:00:00,202409
Metal Unit,75.0,11.74,7.24,80.98,2023-07-13 14:00:00,2023-06-16 14:02:42,2021-01-26 21:00:00,202409
NEKO ARENA,70.0,1.34,,78.71,2023-07-13 14:00:00,2023-06-29 14:30:27,2021-01-24 21:00:00,202409
Red Dead Redemption 2,67.0,98.96,78.87,89.55,2023-07-13 14:00:00,2023-06-29 14:30:27,2019-12-04 21:00:00,202409
love wish 2,50.0,3.49,2.24,76.64,2023-07-13 14:00:00,2023-06-29 14:30:27,2020-06-18 21:00:00,202409
Legend of Mana,50.0,79.95,,76.54,2023-07-13 14:00:00,2023-06-29 14:18:40,2021-06-23 21:00:00,202409
Space Crew: Legendary Edition,70.0,23.99,15.19,75.17,2023-07-13 14:00:00,2023-06-29 14:18:40,2020-10-14 21:00:00,202409
江湖余生：缘起,50.0,12.44,,74.14,2023-07-13 14:00:00,2023-06-29 14:18:40,2021-04-18 21:00:00,202409
Escape the Ayuwoki,50.0,16.49,3.71,76.54,2023-07-13 14:00:00,2023-06-29 14:18:40,2019-11-25 21:00:00,202409
Pro Cycling Manager 2020,75.0,11.99,,82.07,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-06-03 21:00:00,202409
港詭實錄ParanormalHK,50.0,16.94,,88.38,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-01-05 21:00:00,202409
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,50.0,18.99,,74.61,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-12-01 21:00:00,202409
Panzer Dragoon: Remake,90.0,4.74,,76.08,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-09-24 21:00:00,202409
Kill It With Fire,75.0,11.74,7.24,90.27,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-08-12 21:00:00,202409
Wardwell House,50.0,1.14,0.68,78.05,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-01-13 21:00:00,202409
Path of Giants,60.0,7.43,,90.82,2023-07-13 14:00:00,2023-06-29 14:30:35,2020-02-13 21:00:00,202409
Urtuk: The Desolation,50.0,18.99,11.39,85.54,2023-07-13 14:00:00,2023-06-29 14:18:44,2021-02-26 21:00:00,202409
Impostor Factory,50.0,16.49,12.41,93.17,2023-07-13 14:00:00,2023-06-29 14:18:44,2021-09-29 21:00:00,202409
A Plague Tale: Requiem,50.0,84.95,,89.21,2023-07-13 14:00:00,2023-06-29 16:55:02,2022-10-16 21:00:00,202409
TrymenT ―Ima o Kaetai to Negau Anata e― AlphA,63.0,32.55,,86.1,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-02-19 21:00:00,202409
Gears Tactics,75.0,49.75,,73.67,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-04-27 21:00:00,202409
RUSSIAPHOBIA,71.0,0.66,,67.54,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-12-24 21:00:00,202409
Pathfinder: Wrath of the Righteous - Enhanced Edition,70.0,35.99,,83.02,2023-07-13 14:00:00,2023-06-29 14:18:44,2021-09-01 21:00:00,202409
Inertial Drift,65.0,20.99,13.29,85.19,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-09-10 21:00:00,202409
Mainframe Defenders,90.0,1.23,,83.87,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-02-24 21:00:00,202409
Love Rhythm,75.0,1.12,,74.61,2023-07-13 14:00:00,2023-06-29 14:18:44,2019-11-19 21:00:00,202409
Worms Rumble,90.0,3.79,,61.33,2023-07-13 14:00:00,2023-06-18 14:02:18,2020-11-30 21:00:00,202409
West Sweety,50.0,2.24,,82.34,2023-07-13 14:00:00,2023-06-29 14:18:45,2019-12-12 21:00:00,202409
Songs Of Wuxia,60.0,5.79,,75.94,2023-07-13 14:00:00,2023-06-29 14:18:45,2020-09-19 21:00:00,202409
Pumpkin Jack,70.0,17.39,,89.02,2023-07-13 14:00:00,2023-06-17 14:02:36,2020-10-22 21:00:00,202409
Rock Simulator,50.0,2.24,1.39,89.0,2023-07-13 14:00:00,2023-06-29 14:18:45,2019-11-26 21:00:00,202409
The Political Machine 2020,60.0,11.59,,78.78,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-03-02 21:00:00,202409
Path Of Wuxia,50.0,63.08,28.99,77.86,2023-07-13 14:00:00,2023-06-29 14:18:44,2022-11-13 21:00:00,202409
Bleeding Edge,75.0,24.75,,64.65,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-03-23 21:00:00,202409
H-SNIPER: Middle East,70.0,0.68,,83.0,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-01-15 21:00:00,202409
OlliOlli World,50.0,35.0,,86.87,2023-07-13 14:00:00,2023-06-29 14:18:44,2022-02-06 21:00:00,202409
Nexomon,50.0,10.34,,84.73,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-07-09 21:00:00,202409
Shantae and the Seven Sirens,50.0,28.99,,85.12,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-05-27 21:00:00,202409
Legend Creatures(传奇生物),60.0,4.35,,87.19,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-03-30 21:00:00,202409
Say No! More,70.0,8.69,,84.15,2023-07-13 14:00:00,2023-06-17 14:02:36,2021-04-08 21:00:00,202409
ANIME REDEMPTION,70.0,1.34,,75.84,2023-07-13 14:00:00,2023-06-18 14:02:18,2020-02-09 21:00:00,202409
Hentai Mosaique Neko Waifus,50.0,2.24,1.34,87.98,2023-07-13 14:00:00,2023-06-29 14:18:44,2020-01-26 21:00:00,202409
The Dark Pictures Anthology: Little Hope,60.0,33.96,31.96,69.95,2023-07-13 14:00:00,2023-06-29 14:18:46,2020-10-28 21:00:00,202409
Blackthorn Arena,60.0,15.19,13.29,67.32,2023-07-13 14:00:00,2023-06-29 14:18:46,2020-01-16 21:00:00,202409
Fantasy Grounds Unity,50.0,37.74,,79.56,2023-07-13 14:00:00,2023-06-29 14:18:46,2020-11-04 21:00:00,202409
WE ARE FOOTBALL,60.0,26.39,,74.1,2023-07-13 14:00:00,2023-06-22 14:02:37,2021-06-09 21:00:00,202409
Resident Evil Village,50.0,69.95,,94.3,2023-07-13 14:00:00,2023-06-29 14:30:36,2021-05-05 21:00:00,202409
Nexomon: Extinction,60.0,23.99,15.19,88.19,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-08-27 21:00:00,202409
Hentai Police,71.0,0.66,,78.97,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-01-16 21:00:00,202409
Tainted Grail: Conquest,50.0,18.99,11.39,88.36,2023-07-13 14:00:00,2023-06-29 14:30:36,2021-05-26 21:00:00,202409
Ludus,60.0,8.27,,65.73,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-02-19 21:00:00,202409
Making*Lovers,50.0,44.49,28.99,91.19,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-04-02 21:00:00,202409
Sakura Succubus,70.0,6.2,4.13,78.54,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-03-30 21:00:00,202409
Marco & The Galaxy Dragon,70.0,16.37,,94.16,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-02-27 21:00:00,202409
Gift Girl,60.0,1.79,,63.24,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-03-12 21:00:00,202409
Sex with the Devil,70.0,3.26,1.08,74.04,2023-07-13 14:00:00,2023-06-29 14:30:36,2021-06-03 21:00:00,202409
Assemble with Care,50.0,8.29,,88.26,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-03-25 21:00:00,202409
UnMetal,60.0,22.0,,89.24,2023-07-13 14:00:00,2023-06-29 14:33:02,2021-09-27 21:00:00,202409
The Last Haven,50.0,18.99,,75.31,2023-07-13 14:00:00,2023-06-29 14:33:02,2023-02-16 21:00:00,202409
Turnip Boy Commits Tax Evasion,66.0,9.85,,91.7,2023-07-13 14:00:00,2023-06-29 14:33:02,2021-04-21 21:00:00,202409
My Cute Fuhrer,70.0,2.09,1.15,82.65,2023-07-13 14:00:00,2023-06-29 14:33:02,2020-04-15 21:00:00,202409
MX vs ATV Legends,50.0,37.5,,61.98,2023-07-13 14:00:00,2023-06-29 14:33:02,2022-06-27 21:00:00,202409
Happy Game,55.0,13.12,,86.3,2023-07-13 14:00:00,2023-06-29 14:33:02,2021-10-27 21:00:00,202409
The Unfinished Swan,70.0,11.99,8.69,80.69,2023-07-13 14:00:00,2023-06-29 14:33:02,2020-09-09 21:00:00,202409
Rubber Bandits,67.0,8.24,,84.19,2023-07-13 14:00:00,2023-06-29 14:30:36,2021-12-01 21:00:00,202409
ВЗЛОМ ЖОПЫ,65.0,0.8,,83.44,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-02-06 21:00:00,202409
Suzerain,70.0,14.09,11.59,89.76,2023-07-13 14:00:00,2023-06-15 14:02:53,2020-12-03 21:00:00,202409
Hentai Vs Furries,70.0,0.68,,85.27,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-01-09 21:00:00,202409
Bunny Park,50.0,5.44,,85.52,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-01-13 21:00:00,202409
Exit the Gungeon,50.0,16.49,12.41,75.16,2023-07-13 14:00:00,2023-06-29 14:30:36,2020-03-16 21:00:00,202409
Midnight Ride,50.0,5.44,3.37,71.44,2023-07-13 14:00:00,2023-06-30 08:20:03,2020-04-10 21:00:00,202409
Heroines of Swords & Spells,70.0,7.05,4.34,87.83,2023-07-13 14:00:00,2023-06-29 14:18:48,2020-03-16 21:00:00,202409
Command & Conquer™ Remastered Collection,65.0,20.65,8.85,88.65,2023-07-13 14:00:00,2023-06-29 14:18:48,2020-06-04 21:00:00,202409
Spirit of the North,75.0,9.49,,84.69,2023-07-13 14:00:00,2023-06-29 14:18:52,2020-05-06 21:00:00,202409
She Will Punish Them,50.0,15.49,,87.78,2023-07-13 14:00:00,2023-06-29 14:18:52,2020-04-28 21:00:00,202409
Fight Crab,50.0,18.99,,87.07,2023-07-13 14:00:00,2023-06-29 14:18:52,2020-07-28 21:00:00,202409
Efflorescence of Lust,60.0,3.43,1.57,70.54,2023-07-13 14:00:00,2023-06-29 14:18:52,2020-02-03 21:00:00,202409
Animal Revolt Battle Simulator,70.0,14.99,10.34,92.42,2023-07-13 14:00:00,2023-06-29 14:18:52,2022-04-14 21:00:00,202409
Coromon,50.0,29.99,22.79,84.72,2023-07-13 14:00:00,2023-06-29 14:18:54,2022-03-30 21:00:00,202409
Galactic Mining Corp,60.0,10.75,,81.28,2023-07-13 14:00:00,2023-06-29 14:18:54,2021-05-17 21:00:00,202409
Zup! Z,65.0,2.44,1.83,93.17,2023-07-13 14:00:00,2023-06-29 14:18:54,2020-12-20 21:00:00,202409
Cartel Tycoon,58.0,53.12,33.24,75.21,2023-07-13 14:00:00,2023-06-29 14:18:54,2022-07-25 21:00:00,202409
Blue Fire,66.0,12.91,,78.58,2023-07-13 14:00:00,2023-06-29 14:18:54,2021-02-03 21:00:00,202409
NORCO,50.0,23.49,14.49,88.13,2023-07-13 14:00:00,2023-06-29 14:30:37,2022-03-23 21:00:00,202409
Detroit: Become Human,50.0,67.49,,92.83,2023-07-13 14:00:00,2023-06-29 14:30:37,2020-06-17 21:00:00,202409
Necromunda: Hired Gun,65.0,52.46,,65.82,2023-07-13 14:00:00,2023-06-29 14:30:37,2021-05-30 21:00:00,202409
Need for Speed™ Heat,80.0,55.8,13.95,81.91,2023-07-13 14:00:00,2023-06-29 14:30:37,2019-11-07 21:00:00,202409
Dragon Age™ Inquisition,75.0,49.75,23.88,73.82,2023-07-13 14:00:00,2023-06-29 14:30:37,2014-11-17 21:00:00,202409
A Way Out,80.0,17.8,,86.37,2023-07-13 14:00:00,2023-06-29 14:30:37,2018-03-22 21:00:00,202409
STAR WARS™: Squadrons,85.0,29.85,,67.14,2023-07-13 14:00:00,2023-06-29 14:30:37,2020-09-30 21:00:00,202409
Creepy Tale,50.0,5.44,3.26,83.05,2023-07-13 14:00:00,2023-06-29 14:30:37,2020-02-20 21:00:00,202409
Unravel,75.0,14.75,5.9,87.42,2023-07-13 14:00:00,2023-06-29 14:33:00,2016-02-08 21:00:00,202409
Unravel Two,75.0,14.75,5.9,79.56,2023-07-13 14:00:00,2023-06-29 14:33:00,2018-06-08 21:00:00,202409
Fe,75.0,14.75,,75.06,2023-07-13 14:00:00,2023-06-29 14:33:00,2018-02-15 21:00:00,202409
Sea of Solitude,75.0,14.75,,80.48,2023-07-13 14:00:00,2023-06-29 14:33:00,2019-07-04 21:00:00,202409
Trigon: Space Story,60.0,15.19,13.29,66.26,2023-07-13 14:00:00,2023-06-29 14:33:00,2022-04-27 21:00:00,202409
Trap Legend,60.0,13.19,8.27,88.72,2023-07-13 14:00:00,2023-06-29 14:33:00,2020-07-16 21:00:00,202409
Partisans 1941,85.0,13.49,,80.69,2023-07-13 14:00:00,2023-06-29 14:33:00,2020-10-13 21:00:00,202409
Bang-On Balls: Chronicles,50.0,32.5,16.49,92.87,2023-07-13 14:00:00,2023-06-29 14:33:00,2021-03-02 21:00:00,202409
Severed Steel,60.0,18.99,,90.74,2023-07-13 14:00:00,2023-06-29 14:33:00,2021-09-16 21:00:00,202409
Summer Memories,50.0,18.99,9.49,90.75,2023-07-13 14:00:00,2023-06-29 14:33:00,2020-06-13 21:00:00,202409
Dice Legacy,75.0,11.24,,66.71,2023-07-13 14:00:00,2023-06-21 14:02:34,2021-09-08 21:00:00,202409
Disc Room,50.0,23.49,14.49,88.06,2023-07-13 14:00:00,2023-06-19 14:23:07,2020-10-21 21:00:00,202409
"BEAR, VODKA, STALINGRAD!🐻",65.0,1.74,1.49,88.94,2023-07-13 14:00:00,2023-06-29 14:33:03,2020-03-01 21:00:00,202409
Onee Chanbara ORIGIN,60.0,43.99,,71.4,2023-07-13 14:00:00,2023-06-29 14:33:03,2020-10-13 21:00:00,202409
Paper Beast,65.0,16.09,,88.55,2023-07-13 14:00:00,2023-06-29 14:33:03,2020-07-23 21:00:00,202409
Mirror's Edge™ Catalyst,75.0,14.75,5.9,81.31,2023-07-13 14:00:00,2023-06-29 14:18:57,2016-06-06 21:00:00,202409
Warhammer Age of Sigmar: Storm Ground,80.0,14.8,,60.27,2023-07-13 14:00:00,2023-06-29 14:18:57,2021-05-25 21:00:00,202409
Disgaea 4 Complete+,60.0,43.19,31.99,84.26,2023-07-13 14:00:00,2023-06-29 14:18:57,2020-09-09 21:00:00,202409
Astronarch,70.0,8.69,,86.66,2023-07-13 14:00:00,2023-06-29 14:18:57,2021-01-21 21:00:00,202409
Yakuza: Like a Dragon,75.0,62.25,,93.44,2023-07-13 14:00:00,2023-06-29 14:18:57,2020-11-09 21:00:00,202409
Spirit Island,50.0,23.74,,87.07,2023-07-13 14:00:00,2023-06-29 14:30:39,2020-07-28 21:00:00,202409
Boris and the Dark Survival,80.0,1.29,1.14,87.79,2023-07-13 14:00:00,2023-06-29 14:30:39,2020-02-09 21:00:00,202409
Sonic Frontiers,50.0,124.5,,91.18,2023-07-13 14:00:00,2023-06-29 14:30:39,2022-11-06 21:00:00,202409
STAR WARS™ Battlefront™ II,75.0,39.75,19.08,85.98,2023-07-13 14:00:00,2023-06-29 14:30:39,2017-11-15 21:00:00,202409
Titanfall® 2,85.0,13.35,8.9,93.56,2023-07-13 14:00:00,2023-06-29 14:30:39,2016-10-27 21:00:00,202409
STAR WARS™ Battlefront,65.0,20.65,11.8,75.88,2023-07-13 14:00:00,2023-06-29 14:30:39,2015-11-15 21:00:00,202409
Mass Effect™: Andromeda Deluxe Edition,75.0,52.25,14.24,74.83,2023-07-13 14:00:00,2023-06-29 14:30:39,2017-03-19 21:00:00,202409
Mass Effect™ 3 N7 Digital Deluxe Edition (2012),75.0,39.75,22.25,73.08,2023-07-13 14:00:00,2023-06-29 14:30:39,2012-03-05 21:00:00,202409
Dragon Age II: Ultimate Edition,70.0,44.7,5.9,77.9,2023-07-13 14:00:00,2023-06-29 14:30:39,2011-03-07 21:00:00,202409
Dead Space™ 3,70.0,17.7,14.75,74.2,2023-07-13 14:00:00,2023-06-29 14:30:39,2013-02-04 21:00:00,202409
Burnout™ Paradise Remastered,75.0,14.75,,60.62,2023-07-13 14:00:00,2023-06-29 14:30:39,2018-08-20 21:00:00,202409
Amairo Chocolate,50.0,36.99,35.61,90.49,2023-07-13 14:00:00,2023-06-29 14:30:39,2020-03-18 21:00:00,202409
Battlefield™ V,75.0,57.25,22.9,69.96,2023-07-13 14:00:00,2023-06-29 14:30:39,2018-11-08 21:00:00,202409
Battlefield 3™,75.0,49.75,19.9,69.07,2023-07-13 14:00:00,2023-06-29 14:30:39,2011-10-27 21:00:00,202409
Battlefield™ 1,75.0,49.75,23.88,85.19,2023-07-13 14:00:00,2023-06-29 14:30:39,2016-10-19 21:00:00,202409
Battlefield 4™,75.0,49.75,23.88,85.57,2023-07-13 14:00:00,2023-06-29 14:30:39,2013-10-28 21:00:00,202409
Barro F,90.0,0.57,,78.78,2023-07-13 14:00:00,2023-06-29 14:30:39,2020-02-27 21:00:00,202409
Retrowave,50.0,3.24,2.24,93.18,2023-07-13 14:00:00,2023-06-29 14:30:39,2022-05-05 21:00:00,202409
